internship_id,company,job_title,category,location,work_mode,duration_months,duration_text,start_date,stipend_min_inr,stipend_max_inr,required_skills,description,eligibility,source_type,source_url
INT-0183,Myntra,Embedded Systems Intern,Embedded,"Mumbai, Maharashtra",Hybrid,4,4 months,,8000,16000,C|C++|Embedded Systems|Linux|Debugging,"Embedded Systems Intern focused on practical work, mentoring, and project-based learning in Embedded.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0184,Meesho,IoT Intern,IoT,"Bengaluru, Karnataka",Hybrid,6,6 months,,10000,13000,Python|IoT|MQTT|Linux|Cloud,"IoT Intern focused on practical work, mentoring, and project-based learning in IoT.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0185,Groww,Robotics Intern,Robotics,"Ahmedabad, Gujarat",On-site,2,2 months,,12000,17000,Python|C++|ROS|Robotics|Computer Vision,"Robotics Intern focused on practical work, mentoring, and project-based learning in Robotics.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0186,MakeMyTrip,Blockchain Developer Intern,Blockchain,"Gurugram, Haryana",Hybrid,3,3 months,,5000,13000,Solidity|JavaScript|Ethereum|Web3|Git,"Blockchain Developer Intern focused on practical work, mentoring, and project-based learning in Blockchain.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0187,BookMyShow,AR/VR Developer Intern,AR/VR,"Pune, Maharashtra",Hybrid,4,4 months,,7000,10000,Unity|C#|3D Modeling|AR|VR,"AR/VR Developer Intern focused on practical work, mentoring, and project-based learning in AR/VR.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0188,Tata Digital,Game Developer Intern,Game Development,"Remote, India",Remote,6,6 months,,8000,13000,Unity|C#|Game Design|3D|Git,"Game Developer Intern focused on practical work, mentoring, and project-based learning in Game Development.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0189,UST,Frontend Developer Intern,Frontend,"Noida, Uttar Pradesh",On-site,2,2 months,,10000,18000,HTML|CSS|JavaScript|React|Git,"Frontend Developer Intern focused on practical work, mentoring, and project-based learning in Frontend.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0190,LTIMindtree,React Developer Intern,Frontend,"Chennai, Tamil Nadu",On-site,3,3 months,,12000,15000,React|JavaScript|HTML|CSS|Git,"React Developer Intern focused on practical work, mentoring, and project-based learning in Frontend.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0191,Coforge,UI Developer Intern,Frontend/UI,"Hyderabad, Telangana",Hybrid,4,4 months,,5000,10000,HTML|CSS|JavaScript|React|Responsive Design,"UI Developer Intern focused on practical work, mentoring, and project-based learning in Frontend/UI.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0192,Hexaware,Web Developer Intern,Web Development,"Kochi, Kerala",Hybrid,6,6 months,,7000,15000,HTML|CSS|JavaScript|REST APIs|Git,"Web Developer Intern focused on practical work, mentoring, and project-based learning in Web Development.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0193,Virtusa,Backend Developer Intern,Backend,"Mumbai, Maharashtra",Hybrid,2,2 months,,8000,11000,Python|FastAPI|SQL|REST APIs|Git,"Backend Developer Intern focused on practical work, mentoring, and project-based learning in Backend.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0194,Zensar,Python Developer Intern,Backend,"Bengaluru, Karnataka",Hybrid,3,3 months,,10000,15000,Python|Django|FastAPI|SQL|Git,"Python Developer Intern focused on practical work, mentoring, and project-based learning in Backend.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0195,CitiusTech,Java Developer Intern,Backend/Java,"Ahmedabad, Gujarat",On-site,4,4 months,,12000,20000,Java|OOP|Spring Boot|SQL|Git,"Java Developer Intern focused on practical work, mentoring, and project-based learning in Backend/Java.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0196,BrowserStack,Node.js Developer Intern,Backend,"Gurugram, Haryana",Hybrid,6,6 months,,5000,8000,Node.js|JavaScript|Express.js|REST APIs|SQL,"Node.js Developer Intern focused on practical work, mentoring, and project-based learning in Backend.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0197,Postman,Full Stack Developer Intern,Full Stack,"Pune, Maharashtra",Hybrid,2,2 months,,7000,12000,React|JavaScript|Node.js|SQL|Git,"Full Stack Developer Intern focused on practical work, mentoring, and project-based learning in Full Stack.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0198,Chargebee,Software Engineer Intern,Software Development,"Remote, India",Remote,3,3 months,,8000,16000,Python|Java|DSA|OOP|Git,"Software Engineer Intern focused on practical work, mentoring, and project-based learning in Software Development.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0199,Infosys,Software Developer Intern,Software Development,"Noida, Uttar Pradesh",On-site,4,4 months,,10000,13000,Python|Java|SQL|Git|Problem Solving,"Software Developer Intern focused on practical work, mentoring, and project-based learning in Software Development.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0200,TCS,Mobile App Developer Intern,Mobile,"Chennai, Tamil Nadu",On-site,6,6 months,,12000,17000,Kotlin|Android|REST APIs|Git|UI Design,"Mobile App Developer Intern focused on practical work, mentoring, and project-based learning in Mobile.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0201,Wipro,Android Developer Intern,Mobile,"Hyderabad, Telangana",Hybrid,2,2 months,,5000,13000,Kotlin|Android|Jetpack Compose|REST APIs|Git,"Android Developer Intern focused on practical work, mentoring, and project-based learning in Mobile.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0202,Accenture,iOS Developer Intern,Mobile,"Kochi, Kerala",Hybrid,3,3 months,,7000,10000,Swift|iOS|Xcode|REST APIs|Git,"iOS Developer Intern focused on practical work, mentoring, and project-based learning in Mobile.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0203,Deloitte,UI/UX Designer Intern,UI/UX,"Mumbai, Maharashtra",Hybrid,4,4 months,,8000,13000,Figma|Wireframing|Prototyping|User Research|UI Design,"UI/UX Designer Intern focused on practical work, mentoring, and project-based learning in UI/UX.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0204,IBM,Product Design Intern,UI/UX,"Bengaluru, Karnataka",Hybrid,6,6 months,,10000,18000,Figma|Design Thinking|Prototyping|User Research|UX Design,"Product Design Intern focused on practical work, mentoring, and project-based learning in UI/UX.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0205,Microsoft,Graphic Design Intern,Design,"Ahmedabad, Gujarat",On-site,2,2 months,,12000,15000,Figma|Photoshop|Illustrator|Typography|Branding,"Graphic Design Intern focused on practical work, mentoring, and project-based learning in Design.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0206,Amazon,Data Analyst Intern,Data Analytics,"Gurugram, Haryana",Hybrid,3,3 months,,5000,10000,Excel|SQL|Python|Data Analysis|Power BI,"Data Analyst Intern focused on practical work, mentoring, and project-based learning in Data Analytics.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0207,Google,Data Science Intern,Data Science,"Pune, Maharashtra",Hybrid,4,4 months,,7000,15000,Python|Pandas|NumPy|SQL|Machine Learning,"Data Science Intern focused on practical work, mentoring, and project-based learning in Data Science.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0208,Cognizant,Data Engineering Intern,Data Engineering,"Remote, India",Remote,6,6 months,,8000,11000,Python|SQL|ETL|Data Warehousing|Git,"Data Engineering Intern focused on practical work, mentoring, and project-based learning in Data Engineering.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0209,HCLTech,Machine Learning Intern,AI/ML,"Noida, Uttar Pradesh",On-site,2,2 months,,10000,15000,Python|Pandas|scikit-learn|Machine Learning|SQL,"Machine Learning Intern focused on practical work, mentoring, and project-based learning in AI/ML.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0210,Tech Mahindra,AI/ML Intern,AI/ML,"Chennai, Tamil Nadu",On-site,3,3 months,,12000,20000,Python|PyTorch|Deep Learning|Machine Learning|NumPy,"AI/ML Intern focused on practical work, mentoring, and project-based learning in AI/ML.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0211,Capgemini,NLP Intern,AI/ML,"Hyderabad, Telangana",Hybrid,4,4 months,,5000,8000,Python|NLP|Transformers|PyTorch|Machine Learning,"NLP Intern focused on practical work, mentoring, and project-based learning in AI/ML.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0212,Mphasis,Computer Vision Intern,AI/ML,"Kochi, Kerala",Hybrid,6,6 months,,7000,12000,Python|OpenCV|PyTorch|Deep Learning|Computer Vision,"Computer Vision Intern focused on practical work, mentoring, and project-based learning in AI/ML.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0213,Persistent Systems,Cloud Engineering Intern,Cloud,"Mumbai, Maharashtra",Hybrid,2,2 months,,8000,16000,AWS|Linux|Networking|Python|Docker,"Cloud Engineering Intern focused on practical work, mentoring, and project-based learning in Cloud.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0214,Zoho,AWS Cloud Intern,Cloud,"Bengaluru, Karnataka",Hybrid,3,3 months,,10000,13000,AWS|Linux|Docker|Networking|Git,"AWS Cloud Intern focused on practical work, mentoring, and project-based learning in Cloud.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0215,Freshworks,Azure Cloud Intern,Cloud,"Ahmedabad, Gujarat",On-site,4,4 months,,12000,17000,Azure|Linux|Networking|Python|Cloud,"Azure Cloud Intern focused on practical work, mentoring, and project-based learning in Cloud.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0216,Razorpay,DevOps Intern,DevOps,"Gurugram, Haryana",Hybrid,6,6 months,,5000,13000,Linux|Docker|Kubernetes|CI/CD|AWS,"DevOps Intern focused on practical work, mentoring, and project-based learning in DevOps.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0217,Swiggy,Site Reliability Engineering Intern,DevOps/SRE,"Pune, Maharashtra",Hybrid,2,2 months,,7000,10000,Linux|Docker|Kubernetes|Monitoring|Python,"Site Reliability Engineering Intern focused on practical work, mentoring, and project-based learning in DevOps/SRE.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0218,Zomato,Cybersecurity Intern,Cybersecurity,"Remote, India",Remote,3,3 months,,8000,13000,Networking|Linux|Cybersecurity|Python|SIEM,"Cybersecurity Intern focused on practical work, mentoring, and project-based learning in Cybersecurity.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0219,Flipkart,Security Analyst Intern,Cybersecurity,"Noida, Uttar Pradesh",On-site,4,4 months,,10000,18000,SIEM|Networking|Linux|Incident Response|Cybersecurity,"Security Analyst Intern focused on practical work, mentoring, and project-based learning in Cybersecurity.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0220,Paytm,Network Engineering Intern,Networking,"Chennai, Tamil Nadu",On-site,6,6 months,,12000,15000,Networking|Linux|CCNA|Python|Troubleshooting,"Network Engineering Intern focused on practical work, mentoring, and project-based learning in Networking.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0221,PhonePe,QA Testing Intern,Testing,"Hyderabad, Telangana",Hybrid,2,2 months,,5000,10000,Manual Testing|Test Cases|Bug Tracking|SQL|Git,"QA Testing Intern focused on practical work, mentoring, and project-based learning in Testing.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0222,Ola,Automation Testing Intern,Testing,"Kochi, Kerala",Hybrid,3,3 months,,7000,15000,Selenium|Java|Python|API Testing|Git,"Automation Testing Intern focused on practical work, mentoring, and project-based learning in Testing.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0223,Uber,API Testing Intern,Testing,"Mumbai, Maharashtra",Hybrid,4,4 months,,8000,11000,Postman|REST APIs|API Testing|SQL|Python,"API Testing Intern focused on practical work, mentoring, and project-based learning in Testing.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0224,EY,Database Intern,Database,"Bengaluru, Karnataka",Hybrid,6,6 months,,10000,15000,SQL|MySQL|PostgreSQL|Database Design|Git,"Database Intern focused on practical work, mentoring, and project-based learning in Database.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0225,KPMG,PostgreSQL Developer Intern,Database,"Ahmedabad, Gujarat",On-site,2,2 months,,12000,20000,PostgreSQL|SQL|Python|Database Design|Git,"PostgreSQL Developer Intern focused on practical work, mentoring, and project-based learning in Database.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0226,PwC,Business Analyst Intern,Business Analytics,"Gurugram, Haryana",Hybrid,3,3 months,,5000,8000,Excel|SQL|Power BI|Communication|Data Analysis,"Business Analyst Intern focused on practical work, mentoring, and project-based learning in Business Analytics.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0227,Cisco,Product Analyst Intern,Product Analytics,"Pune, Maharashtra",Hybrid,4,4 months,,7000,12000,SQL|Excel|Data Analysis|A/B Testing|Communication,"Product Analyst Intern focused on practical work, mentoring, and project-based learning in Product Analytics.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0228,Oracle,Project Coordinator Intern,Project Management,"Remote, India",Remote,6,6 months,,8000,16000,Communication|Excel|Jira|Documentation|Problem Solving,"Project Coordinator Intern focused on practical work, mentoring, and project-based learning in Project Management.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0229,SAP,Technical Support Intern,IT Support,"Noida, Uttar Pradesh",On-site,2,2 months,,10000,13000,Networking|Linux|Troubleshooting|SQL|Communication,"Technical Support Intern focused on practical work, mentoring, and project-based learning in IT Support.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0230,Adobe,Embedded Systems Intern,Embedded,"Chennai, Tamil Nadu",On-site,3,3 months,,12000,17000,C|C++|Embedded Systems|Linux|Debugging,"Embedded Systems Intern focused on practical work, mentoring, and project-based learning in Embedded.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0231,NVIDIA,IoT Intern,IoT,"Hyderabad, Telangana",Hybrid,4,4 months,,5000,13000,Python|IoT|MQTT|Linux|Cloud,"IoT Intern focused on practical work, mentoring, and project-based learning in IoT.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0232,Intel,Robotics Intern,Robotics,"Kochi, Kerala",Hybrid,6,6 months,,7000,10000,Python|C++|ROS|Robotics|Computer Vision,"Robotics Intern focused on practical work, mentoring, and project-based learning in Robotics.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0233,Qualcomm,Blockchain Developer Intern,Blockchain,"Mumbai, Maharashtra",Hybrid,2,2 months,,8000,13000,Solidity|JavaScript|Ethereum|Web3|Git,"Blockchain Developer Intern focused on practical work, mentoring, and project-based learning in Blockchain.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0234,Dell Technologies,AR/VR Developer Intern,AR/VR,"Bengaluru, Karnataka",Hybrid,3,3 months,,10000,18000,Unity|C#|3D Modeling|AR|VR,"AR/VR Developer Intern focused on practical work, mentoring, and project-based learning in AR/VR.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0235,HP,Game Developer Intern,Game Development,"Ahmedabad, Gujarat",On-site,4,4 months,,12000,15000,Unity|C#|Game Design|3D|Git,"Game Developer Intern focused on practical work, mentoring, and project-based learning in Game Development.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0236,Salesforce,Frontend Developer Intern,Frontend,"Gurugram, Haryana",Hybrid,6,6 months,,5000,10000,HTML|CSS|JavaScript|React|Git,"Frontend Developer Intern focused on practical work, mentoring, and project-based learning in Frontend.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0237,Atlassian,React Developer Intern,Frontend,"Pune, Maharashtra",Hybrid,2,2 months,,7000,15000,React|JavaScript|HTML|CSS|Git,"React Developer Intern focused on practical work, mentoring, and project-based learning in Frontend.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0238,LinkedIn,UI Developer Intern,Frontend/UI,"Remote, India",Remote,3,3 months,,8000,11000,HTML|CSS|JavaScript|React|Responsive Design,"UI Developer Intern focused on practical work, mentoring, and project-based learning in Frontend/UI.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0239,PayPal,Web Developer Intern,Web Development,"Noida, Uttar Pradesh",On-site,4,4 months,,10000,15000,HTML|CSS|JavaScript|REST APIs|Git,"Web Developer Intern focused on practical work, mentoring, and project-based learning in Web Development.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0240,JPMorgan Chase,Backend Developer Intern,Backend,"Chennai, Tamil Nadu",On-site,6,6 months,,12000,20000,Python|FastAPI|SQL|REST APIs|Git,"Backend Developer Intern focused on practical work, mentoring, and project-based learning in Backend.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0241,Goldman Sachs,Python Developer Intern,Backend,"Hyderabad, Telangana",Hybrid,2,2 months,,5000,8000,Python|Django|FastAPI|SQL|Git,"Python Developer Intern focused on practical work, mentoring, and project-based learning in Backend.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0242,Morgan Stanley,Java Developer Intern,Backend/Java,"Kochi, Kerala",Hybrid,3,3 months,,7000,12000,Java|OOP|Spring Boot|SQL|Git,"Java Developer Intern focused on practical work, mentoring, and project-based learning in Backend/Java.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0243,HSBC,Node.js Developer Intern,Backend,"Mumbai, Maharashtra",Hybrid,4,4 months,,8000,16000,Node.js|JavaScript|Express.js|REST APIs|SQL,"Node.js Developer Intern focused on practical work, mentoring, and project-based learning in Backend.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0244,Siemens,Full Stack Developer Intern,Full Stack,"Bengaluru, Karnataka",Hybrid,6,6 months,,10000,13000,React|JavaScript|Node.js|SQL|Git,"Full Stack Developer Intern focused on practical work, mentoring, and project-based learning in Full Stack.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0245,Bosch,Software Engineer Intern,Software Development,"Ahmedabad, Gujarat",On-site,2,2 months,,12000,17000,Python|Java|DSA|OOP|Git,"Software Engineer Intern focused on practical work, mentoring, and project-based learning in Software Development.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0246,Honeywell,Software Developer Intern,Software Development,"Gurugram, Haryana",Hybrid,3,3 months,,5000,13000,Python|Java|SQL|Git|Problem Solving,"Software Developer Intern focused on practical work, mentoring, and project-based learning in Software Development.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0247,Schneider Electric,Mobile App Developer Intern,Mobile,"Pune, Maharashtra",Hybrid,4,4 months,,7000,10000,Kotlin|Android|REST APIs|Git|UI Design,"Mobile App Developer Intern focused on practical work, mentoring, and project-based learning in Mobile.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0248,Jio Platforms,Android Developer Intern,Mobile,"Remote, India",Remote,6,6 months,,8000,13000,Kotlin|Android|Jetpack Compose|REST APIs|Git,"Android Developer Intern focused on practical work, mentoring, and project-based learning in Mobile.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0249,Myntra,iOS Developer Intern,Mobile,"Noida, Uttar Pradesh",On-site,2,2 months,,10000,18000,Swift|iOS|Xcode|REST APIs|Git,"iOS Developer Intern focused on practical work, mentoring, and project-based learning in Mobile.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
INT-0250,Meesho,UI/UX Designer Intern,UI/UX,"Chennai, Tamil Nadu",On-site,3,3 months,,12000,15000,Figma|Wireframing|Prototyping|User Research|UI Design,"UI/UX Designer Intern focused on practical work, mentoring, and project-based learning in UI/UX.","Students, fresh graduates, or early-career candidates with relevant skills or projects.",demo_dataset,
